,text,text-corrected,id.x,inTrain,username,date,retweets,favorites,geo,mentions,hashtags,id.y,permalink,X
484,The Case for Opting Out of PARCC Testing | http://njpen.com/the-case-for-opting-out-of-parcc-testing/ÔøΩ__ÔøΩ_,The Case for Opting Out of PARCC Testing | http://njpen.com/the-case-for-opting-out-of-parcc-testing/ …,100047,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,The company that makes smarter balance gets money when kids fail the test. Everyone opt out if it,,100304,1,trevjayo,3/15/15,0,3,,,,5.77E+17,https://twitter.com/trevjayo/status/577110802144067584,
486,The high stakes testing scam and how you can opt out http://www.youtube.com/watch?v=He40_TP_YFA&sns=twÔøΩ__ÔøΩ_ via @youtube,The high stakes testing scam and how you can opt out http://www.youtube.com/watch?v=He40_TP_YFA&sns=tw … via @youtube,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,The new #PARCC exams may be new and stressful but there's nothing like a game of catch in school to get kids ready. pic.twitter.com/uH8LbOLFW2,,100023,1,ExcelAcademyCS,3/25/15,0,1,,,#PARCC,5.81E+17,https://twitter.com/ExcelAcademyCS/status/580728058866466816,
488,"The one size fits all approach of standardized testing is convenient but lazy."" ~James Dyson #pearsoniswatching""",,100116,1,TeachersTweeeet,3/24/15,1,3,,,#pearsoniswatching,5.81E+17,https://twitter.com/TeachersTweeeet/status/580584488897478656,
489,"The one size fits all approach of standardized testing is convenient but lazy."" ~James Dyson #pearsoniswatching""",,100116,1,TeachersTweeeet,3/22/15,5,1,,,#pearsoniswatching,5.80E+17,https://twitter.com/TeachersTweeeet/status/579778724494610432,
490,"The one size fits all approach of standardized testing is convenient but lazy."" ~James Dyson #pearsoniswatching""",,100116,1,TeachersTweeeet,3/16/15,4,2,,,#pearsoniswatching,5.78E+17,https://twitter.com/TeachersTweeeet/status/577693854465290240,
491,"The one size fits all approach of standardized testing is convenient but lazy."" ~James Dyson #pearsoniswatching""",,100218,1,TeachersTweeeet,3/24/15,1,3,,,#pearsoniswatching,5.81E+17,https://twitter.com/TeachersTweeeet/status/580584488897478656,
492,"The one size fits all approach of standardized testing is convenient but lazy."" ~James Dyson #pearsoniswatching""",,100218,1,TeachersTweeeet,3/22/15,5,1,,,#pearsoniswatching,5.80E+17,https://twitter.com/TeachersTweeeet/status/579778724494610432,
493,"The one size fits all approach of standardized testing is convenient but lazy."" ~James Dyson #pearsoniswatching""",,100218,1,TeachersTweeeet,3/16/15,4,2,,,#pearsoniswatching,5.78E+17,https://twitter.com/TeachersTweeeet/status/577693854465290240,
494,The parcc is a waste of money and time #parcc,,100193,1,madisondoria17,3/17/15,2,1,,,#parcc,5.78E+17,https://twitter.com/madisondoria17/status/577830501043605504,
495,The PARCC test is the stupidest thing ever I plan on opting out,,100306,1,thetechdude1,3/3/15,0,0,,,,5.73E+17,https://twitter.com/thetechdude1/status/572808303295774721,
496,The Powerful Enforced Silence Around Standardized Testing http://buff.ly/1xo22xS #optout #fsa #morethanascore,,100138,1,meanwhilefl,3/21/15,0,0,,,#optout #fsa #morethanascore,5.79E+17,https://twitter.com/meanwhilefl/status/579295906303983618,
497,"The problem with PARCC: Children should not be leaving standardized tests in tears"" http://buff.ly/1F9vGqD #education #edchat #optout @Bad_ÔøΩ_""",The problem with PARCC: Children should not be leaving standardized tests in tears | http://www.baltimoresun.com/news/opinion/readersrespond/bs-ed-parcc-letter-20150325-story.html … #parcc #flawedassessment,100018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,The School Closure Playbook is a powerful must-watch short film. This is *not* just playing out in Chicago. https://vimeo.com/120338240 #PARCC,,40,1,jdandrea,3/31/15,0,0,,,#PARCC,5.83E+17,https://twitter.com/jdandrea/status/583081880351830016,
499,There is no way I will let my child take the NYS ELA and Math tests. #optout #RefuseTheTest #calloutcuomo #pearsoniswatching #PeepingPearson,,100225,1,heather_carrick,3/16/15,2,1,,,#optout #RefuseTheTest #calloutcuomo #pearsoniswatching #PeepingPearson,5.78E+17,https://twitter.com/heather_carrick/status/577663098108190720,
500,There's more than 10 things wrong but here's a start! @BadassTeachersA #TBATS #CCSS #PARCC #SBAC pic.twitter.com/eAucAPkUxP,,100074,1,NancyOsborne180,3/23/15,1,1,,@BadassTeachersA,#TBATS #CCSS #PARCC #SBAC,5.80E+17,https://twitter.com/NancyOsborne180/status/580190646541115392,
501,"There's no #SchoolChoice for parents says... #education reformers""? Profits b4 morality! #OptOut of #Pearson spies! http://www.beachwoodschools.org/protected/ArticleView.aspx?iid=6YIYA2I&dasi=3UA2ÔøΩ__ÔøΩ_""","There's no #SchoolChoice for parents says... #education reformers""? Profits b4 morality! #OptOut of #Pearson spies! http://www.beachwoodschools.org/protected/ArticleView.aspx?iid=6YIYA2I&dasi=3UA2 …""",100231,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,These are not the tests we took as children. http://wp.me/p43aZT-aiÔøΩ_ via @lacetothetop #standardizedtesting #optout #racetothetop #ridiculous,These are not the tests we took as children. http://wp.me/p43aZT-ai  via @lacetothetop #standardizedtesting #optout #racetothetop #ridiculous,100095,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,Think about which institutions have the privilege of opting out of institutional surveillance via edtech and standardized testing.,,155,1,DonnaLanclos,3/31/15,1,1,,,,5.83E+17,https://twitter.com/DonnaLanclos/status/583035179092041729,
504,This madness in NY and across the nation is strategically planned to destroy public ed. #KidsFirst #OptOut http://capi.tl/1Hgyl1W,,37,1,teacherladya,3/31/15,0,0,,,#KidsFirst #OptOut,5.83E+17,https://twitter.com/teacherladya/status/583088937997967360,
505,This North Country school joins others in the region respecting parental right to #optout http://www.mymalonetelegram.com/mtg01/ccs-notifies-parents-about-opting-out-of-common-core-testing--20150324ÔøΩ__ÔøΩ_ @nysut,This North Country school joins others in the region respecting parental right to #optout http://www.mymalonetelegram.com/mtg01/ccs-notifies-parents-about-opting-out-of-common-core-testing--20150324 … @nysut,100064,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,this testing is just stressing . #parcc,,100176,1,jaayymarieee_,3/17/15,1,0,,,#parcc,5.78E+17,https://twitter.com/jaayymarieee_/status/577847811389034496,
507,This Video choked me up because of the Truth is speaks #NoPARCC #OptOut #OptOutOhio #standup4kids https://vimeo.com/120619448?from=facebookÔøΩ__ÔøΩ_,This Video choked me up because of the Truth is speaks #NoPARCC #OptOut #OptOutOhio #standup4kids https://vimeo.com/120619448?from=facebook …,100316,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,Thoughtful informative post from principal @dglemmer to her community about mandated testing http://renaissanceprincipal.blogspot.com/2015/02/in-midst-of-change-information-is-key.htmlÔøΩ__ÔøΩ_ #PARCC,Thoughtful informative post from principal @dglemmer to her community about mandated testing http://renaissanceprincipal.blogspot.com/2015/02/in-midst-of-change-information-is-key.html … #PARCC,100321,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,Thoughts on why I #optout my kids from standardized testing DadWorking [Post 9] http://dadworking.me/2015/03/17/opting-my-kids-out-of-standardized-testing-a-clash-of-work-and-family/ÔøΩ__ÔøΩ_ #k12 #edchat #edreform,Thoughts on why I #optout my kids from standardized testing DadWorking [Post 9] http://dadworking.me/2015/03/17/opting-my-kids-out-of-standardized-testing-a-clash-of-work-and-family/ … #k12 #edchat #edreform,100164,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,Tomorrow begins @BillGates' takeover of public schools. There is a reason why only 11 of the 50 states are taking the #PARCC. #sunchat,,100315,1,NicholasFerroni,3/1/15,14,8,,@BillGates,#PARCC #sunchat,5.72E+17,https://twitter.com/NicholasFerroni/status/572160750145437696,
511,Too much pressure on kids? Parents reject state tests @Freep http://www.freep.com/story/news/local/michigan/2015/03/24/parents-opting-standardized-testing-michigan/70352668/ÔøΩ__ÔøΩ_ (FB: UOOMichigan) #optout #Standardizedtesting #MichEd,Too much pressure on kids? Parents reject state tests @Freep http://www.freep.com/story/news/local/michigan/2015/03/24/parents-opting-standardized-testing-michigan/70352668/ … (FB: UOOMichigan) #optout #Standardizedtesting #MichEd,100036,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,True learning is on hold in grades 3-8 as tchers prepare for #HighStakesTests! #OptOut so our children can learn all year! @LIOptOut @NYSAPE,,100077,1,SNSRally,3/23/15,3,2,,@LIOptOut @NYSAPE,#HighStakesTests #OptOut,5.80E+17,https://twitter.com/SNSRally/status/580147611723804672,
513,Truth #standards #commoncore #standardizedtests #PARCC #GeorgiaMilestone #drivingteacherscrazy http://fb.me/7dOH49L1a,,100101,1,mdg_unltd,3/22/15,0,0,,,#standards #commoncore #standardizedtests #PARCC #GeorgiaMilestone #drivingteacherscrazy,5.80E+17,https://twitter.com/mdg_unltd/status/579856794933022721,
514,Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy pic.twitter.com/Y9JZ1mLPhv Prot_ÔøΩ_,Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy pic.twitter.com/Y9JZ1mLPhv Prot…,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy pic.twitter.com/Y9JZ1mLPhv Prot_ÔøΩ_,Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy pic.twitter.com/Y9JZ1mLPhv Prot…,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy pic.twitter.com/Y9JZ1mLPhv Prot_ÔøΩ_,Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacy pic.twitter.com/Y9JZ1mLPhv Prot…,95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,Verizon Wireless Customers Can Now #OptOut of ' #Supercookies' | Do it #now! http://buff.ly/1BN70Rg #privacypic.twitter.com/dfyOPHvEW9,,96,1,timothy_yim,3/31/15,1,0,,,#OptOut #Supercookies #now #privacypic,5.83E+17,https://twitter.com/timothy_yim/status/583057797291458560,
518,"Via @slekar banned by @educationgadfly & @rpondiscio http://bustedpencils.com/2015/03/banned-educationgadfly-and-rpondiscio/ÔøΩ__ÔøΩ_ "" #optout #ProtectOurSchools #whyIrefuse""","Via @slekar banned by @educationgadfly & @rpondiscio http://bustedpencils.com/2015/03/banned-educationgadfly-and-rpondiscio/ … "" #optout #ProtectOurSchools #whyIrefuse""",83,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,We handed over the job of educating USkids to a foreign corp.Surprise!They don't share our values! http://cbsloc.al/18UBZ5A #pearsoniswatching,,100220,1,dnarter,3/16/15,2,2,,,#pearsoniswatching,5.78E+17,https://twitter.com/dnarter/status/577681111024844800,
520,We must #refusethetest #optout to continue to send the message that tests done tell my performance.,,141,1,ChristinaDimase,3/31/15,0,0,,,#refusethetest #optout,5.83E+17,https://twitter.com/ChristinaDimase/status/583038356378021888,
521,Webinar for Educators #PARCC Survival Guide _ÔøΩÔøΩ Teaching Pathways for New Assessments. Register here: http://goo.gl/lteX2f,Webinar for Educators #PARCC Survival Guide – Teaching Pathways for New Assessments. Register here: http://goo.gl/lteX2f,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,Wed and Thurs are dress down days for students who have the Gold #PARCC Pride Points for both Reading and Math #pbis,,131,1,WalkerMillMS,3/31/15,1,0,,,#PARCC #pbis,5.83E+17,https://twitter.com/WalkerMillMS/status/583041529687707648,
523,"Well #kids sure aren't #cashing in @Sen_MimiStewart: Companies are cashing in on #CommonCore http://a.msn.com/00/en-us/AA9EB7FÔøΩ__ÔøΩ__—ù #PARCC NM""","Well #kids sure aren't #cashing in @Sen_MimiStewart: Companies are cashing in on #CommonCore http://a.msn.com/00/en-us/AA9EB7F …” #PARCC NM""",100276,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,What @MichaelPetrilli have too much invested in #commoncore 2 let it fail? #optout your children now and stop the machine #StopCommonCore,,100307,1,MrsTibbetts,3/3/15,1,0,,@MichaelPetrilli,#commoncore #optout #StopCommonCore,5.73E+17,https://twitter.com/MrsTibbetts/status/572803490658951169,
525,What we are doing to students with disabilities is disgusting and shameful #parcc #septa http://www.washingtonpost.com/blogs/answer-sheet/wp/2015/03/20/you-do-not-speak-for-our-children/ÔøΩ__ÔøΩ_,What we are doing to students with disabilities is disgusting and shameful #parcc #septa http://www.washingtonpost.com/blogs/answer-sheet/wp/2015/03/20/you-do-not-speak-for-our-children/ …,100042,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,What you allow is what will continue https://animoto.com/play/BBrCJlYjzDJq0cbok9op8AÔøΩ__ÔøΩ_ #PARCC #PARCCWALKOUT #standardizedtesting #lchswalkout #LasCruces,"What You Allow is What Will Continue"" on Animoto http://animoto.com/s/9qya5WsZjodzKqWAlshY9A … #NSA #pearsoniswatching""",100322,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,What_ÔøΩÔøΩs the goal of your school: achievement or learning? #parcc http://perkinsed.blogspot.com/2015/01/how-culture-of-achievement-is-hurting.htmlÔøΩ__ÔøΩ_pic.twitter.com/tTBxbZd4E5,What’s the goal of your school: achievement or learning? #parcc http://perkinsed.blogspot.com/2015/01/how-culture-of-achievement-is-hurting.html …pic.twitter.com/tTBxbZd4E5,100052,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,What's wrong with #PARCC anyway? https://whisperingpages3.wordpress.com/2015/03/13/453/ @abqchamber @ABQJournal @Gov_Martinez @ABQschools #newmexicotrue #nmpol#NM#Skandera,,100180,1,Stand4KidsNM,3/17/15,3,1,,@abqchamber @ABQJournal @Gov_Martinez @ABQschools,#PARCC #newmexicotrue #nmpol #NM #Skandera,5.78E+17,https://twitter.com/Stand4KidsNM/status/577844604654895104,
529,When asked I indicated to my students that tomorrow during #SBAC would be an unwise time to plan a prank. #AprilFools #teacherlife,,48,1,MsHoughton,3/31/15,1,3,,,#SBAC #AprilFools #teacherlife,5.83E+17,https://twitter.com/MsHoughton/status/583075438924173313,
530,"Who's monitoring whether #PARCC & #SBAC are valid? BTW what do these tests"" measure . @PearsonNorthAm? . @AFTunion . @nysut . @AQE_NY""",,100012,1,metfan62,3/16/15,0,0,,@PearsonNorthAm @AFTunion @nysut @AQE_NY,#PARCC #SBAC,5.78E+17,https://twitter.com/metfan62/status/577639120756867072,
531,"Who's monitoring whether #PARCC & #SBAC are valid? BTW what do these tests"" measure . @PearsonNorthAm? . @lacetothetop . @UnitedOptOut""",,100011,1,metfan62,3/16/15,0,0,,@PearsonNorthAm @lacetothetop @UnitedOptOut,#PARCC #SBAC,5.78E+17,https://twitter.com/metfan62/status/577639259361820673,
532,"Who's monitoring whether #PARCC & #SBAC are valid? BTW what do these tests"" measure . @PearsonNorthAm? . @NetworkPublicEd . @LIOptOut""",,100239,1,metfan62,3/16/15,3,0,,@PearsonNorthAm @NetworkPublicEd @LIOptOut,#PARCC #SBAC,5.78E+17,https://twitter.com/metfan62/status/577639390526074880,
533,"Who's monitoring whether #PARCC & #SBAC are valid? BTW what do these tests"" measure . @PearsonNorthAm? @Lily_NEA . @edvotes . @NEAToday""",,100241,1,metfan62,3/16/15,3,1,,@PearsonNorthAm @Lily_NEA @edvotes @NEAToday,#PARCC #SBAC,5.78E+17,https://twitter.com/metfan62/status/577638561169559553,
534,Why do I refuse? I refuse because I believe in our educators and I support them as the professionals that they are. #optout @gastopcommoncor,,100212,1,AmityNorris,3/17/15,0,0,,@gastopcommoncor,#optout,5.78E+17,https://twitter.com/AmityNorris/status/577712103248805888,
535,Why do I refuse? I refuse because my child is MORE than a score. @gastopcommonc #optout,,100211,1,AmityNorris,3/17/15,1,1,,@gastopcommonc,#optout,5.78E+17,https://twitter.com/AmityNorris/status/577712630732832769,
536,Why do I refuse? I refuse because standards based teaching and testing fail our kids. #StopCommonCore #optout @gastopcc @badassteachera,,100213,1,AmityNorris,3/17/15,0,0,,@gastopcc @badassteachera,#StopCommonCore #optout,5.78E+17,https://twitter.com/AmityNorris/status/577711612578152448,
537,Why do we need to change from MCAS to #PARCC in Massachusetts? Maybe both should go?,,42,1,AngelBabie64,3/31/15,0,0,,,#PARCC,5.83E+17,https://twitter.com/AngelBabie64/status/583081108255821824,
538,Why is #Mulgrew so afraid of #OptOut? Time for NYC educators to ask for MORE. http://fb.me/6AX4ioDgq,,97,1,MOREcaucusNYC,3/31/15,13,6,,,#Mulgrew #OptOut,5.83E+17,https://twitter.com/MOREcaucusNYC/status/583057219828244481,
539,Why my children opt out of standardized testing_ÔøΩÔøΩand yours should too http://buff.ly/1bHOsvC,Why my children opt out of standardized testing—and… http://dlvr.it/994X5W #Uncategorized #education #health #Ideas #Lifestyle #TopNews,100017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,WHY MY KIDS ARE _ÔøΩÔøΩOPTING OUT_—ù OF THE #FSA ( #FLORIDA HIGH-STAKES TEST) http://www.lynnerigby.com/blog-2/ÔøΩ_ via @DMace8 #OptOut #defendchildren,WHY MY KIDS ARE “OPTING OUT” OF THE #FSA ( #FLORIDA HIGH-STAKES TEST) http://www.lynnerigby.com/blog-2/  via @DMace8 #OptOut #defendchildren,100319,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,WHY MY KIDS ARE _ÔøΩÔøΩOPTING OUT_—ù OF THE FSA (FLORIDA HIGH-STAKES TEST) http://www.lynnerigby.com/2015/02/why-my-kids-are-opting-out-of-the-fsa-florida-high-stakes-test/ÔøΩ__ÔøΩ_ . @UnitedOptOut,WHY MY KIDS ARE “OPTING OUT” OF THE #FSA ( #FLORIDA HIGH-STAKES TEST) http://www.lynnerigby.com/blog-2/  via @DMace8 #OptOut #defendchildren,100320,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,Why you should think about opting out of standardized testing. http://ow.ly/KLie2,,100049,1,fib98,3/24/15,1,4,,,,5.81E+17,https://twitter.com/fib98/status/580535030813970433,
543,Wondering if it's physically possible to actually fall asleep while reading #PARCC instructions. Because I'm pretty sure that happened.,,100173,1,MichLampinen,3/17/15,0,1,,,#PARCC,5.78E+17,https://twitter.com/MichLampinen/status/577849092002459648,
544,Work your way through 4th grade #SBAC Eng LA test--& then tell me it doesn't signify the death of a love of learning http://sbac.portal.airast.org/practice-test/,,100209,1,susanoha,3/17/15,3,3,,,#SBAC,5.78E+17,https://twitter.com/susanoha/status/577778009127710720,
545,Would like to do more but #PARCC took over for a few weeks #weredonefornow #BFC530,,100099,1,iwearthecrowns,3/23/15,0,0,,,#PARCC #weredonefornow #BFC530,5.80E+17,https://twitter.com/iwearthecrowns/status/579971513421434880,
546,Wow! @errollouis: If parents ask u re #optout? MMulgrew: Will say Its THEIR decision but #ccss test is NOT diagnostic tool @changethestakes,,36,1,noahegotbaum,3/31/15,6,4,,@errollouis @changethestakes,#optout #ccss,5.83E+17,https://twitter.com/noahegotbaum/status/583089443239817216,
547,"Yep! @danddsmum: @GOP @PARCCPlace @BobBraunsLedger @pearson: This mom thinks so! #PARCC is not helping students in any way!_—ù #OptOut NM""","Yep! @danddsmum: @GOP @PARCCPlace @BobBraunsLedger @pearson: This mom thinks so! #PARCC is not helping students in any way!” #OptOut NM""",100188,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
