username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,
juanthadon86,5/21/2013,0,0,Charles Woodson is showing LeBron what to do..leave your 1st franchise get a ring and come back. You know Cleveland wants you now #optout,,,#optout,3.37E+17,https://twitter.com/juanthadon86/status/337032828585902081,,
kimiwei,5/21/2013,0,0,One 6th grader told she couldn't opt out of state testing simply made up her own answers #p2 http://fb.me/CNIaBN5E,,,#p2,3.37E+17,https://twitter.com/kimiwei/status/337031432729939968,,
SaneSwine,5/21/2013,0,0,Give New York State Parents the Right to Opt Their Children Out of High Stakes Testing http://petitions.moveon.org/s/ATiOIB @moveon,,@moveon,,3.37E+17,https://twitter.com/SaneSwine/status/337022929344802816,,
drgwbrown,5/21/2013,0,0,If schools test your child repeatedly but do not teach them what are they really doing? Building a data file on your child. You can opt out,,,,3.37E+17,https://twitter.com/drgwbrown/status/337007029199728640,,
dgburris,5/21/2013,1,0,Preparing for Common Core Assessments #SBAC #PARCC #edchat #CCSS #ccchat #commoncore #PARCCELC http://sco.lt/6WESsj,,,#SBAC #PARCC #edchat #CCSS #ccchat #commoncore #PARCCELC,3.37E+17,https://twitter.com/dgburris/status/336997106671828992,,
breezydayz,5/21/2013,0,0,Thanks @11tiethDoctor 4 the form to OPT Out of any non state mandated test http://endtesting.files.wordpress.com/2013/01/opt-out1.pdf … also not to display ur child's ISAT score,,@11tiethDoctor,,3.37E+17,https://twitter.com/breezydayz/status/336993839405490176,,
breezydayz,5/21/2013,4,1,Don't think testing has gone overboard great graph of testing days vs instruction days as more CPS parents opt out http://news.medill.northwestern.edu/chicago/news.aspx?id=221572 …,,,,3.37E+17,https://twitter.com/breezydayz/status/336989573584388098,,
MedillChicago,5/21/2013,0,0,#CPS parents join national movement by opting their kids out of standardized testing #Chicago http://ow.ly/lgpxQ,,,#CPS #Chicago,3.37E+17,https://twitter.com/MedillChicago/status/336988558986448896,,
JemMuldoon,5/21/2013,0,0,“ @RachelKingston4: Full report on #standardizedtests in #NYS. Why hundreds of parents choosing to #optout: http://www.wivb.com/dpp/news/local/parents-take-stand-against-standardized-tests …” #edchat,,@RachelKingston4,#standardizedtests #NYS #optout #edchat,3.37E+17,https://twitter.com/JemMuldoon/status/336986240719142912,,
MOREcaucusNYC,5/21/2013,0,0,Student opts out of test- explains why http://www.thenation.com/blog/174468/why-i-opted-out-appr# …,,,#,3.37E+17,https://twitter.com/MOREcaucusNYC/status/336973263458680832,,
NadiaSuperlady,5/21/2013,0,0,ทริปพัทยากับเพื่อน #SBAC จาก Yingoil Louis - https://socialcam.com/s/XmOL6XgW,,,#SBAC,3.37E+17,https://twitter.com/NadiaSuperlady/status/336960031574614016,,
stopsmeters,5/21/2013,0,0,'Smart' meter foes plan meetings over new opt-out policy http://bit.ly/12Ka5lz #dte #smartgrid #smartmeters #michigan #smartmeter #optout,,,#dte #smartgrid #smartmeters #michigan #smartmeter #optout,3.37E+17,https://twitter.com/stopsmeters/status/336948100583276545,,
TracyHillKY,5/21/2013,0,0,Common-Core Tests in Works for Students With Severe Disabilities http://buff.ly/13IMDWY #parcc #onlinetesting,,,#parcc #onlinetesting,3.37E+17,https://twitter.com/TracyHillKY/status/336933725667467264,,
bjdokter,5/21/2013,0,0,@LuciaHardonk #OptOut ;-),,@LuciaHardonk,#OptOut,3.37E+17,https://twitter.com/bjdokter/status/336933529327906816,,
RILAtweets,5/21/2013,0,0,"1/2 Shot: Class Counsel Wildfang The real test is whether merchants such as Wal-Mart"" opt out."" http://ow.ly/lfZhQ #swipefees""",,,#swipefees,3.37E+17,https://twitter.com/RILAtweets/status/336926970006892545,,
WearmouthHunter,5/21/2013,0,0,If you dont get to opt out of the test involving you iteds check with diann in the office because my score was wrong. CHECK!,,,,3.37E+17,https://twitter.com/WearmouthHunter/status/336926575499034625,,
RILA_Keehan,5/21/2013,0,0,"RT @rilatweets: 1/2 Shot: Class Counsel Craig Wildfang The real test is whether influential merchants such as Wal-Mart"" opt out.""...""",,@rilatweets,,3.37E+17,https://twitter.com/RILA_Keehan/status/336924435896492032,,
pla_ho,5/21/2013,0,0,ทริปพัทยากับเพื่อน #SBAC จาก Yingoil Louis - https://socialcam.com/s/NDS1mySd,,,#SBAC,3.37E+17,https://twitter.com/pla_ho/status/336920211993288705,,
jberriosb503,5/21/2013,1,0,@MainEventTV_AKA @Lozjudai it might be optional but a majority of devs will opt into it and the simcity fiasco will be common place...,,@MainEventTV_AKA @Lozjudai,,3.37E+17,https://twitter.com/jberriosb503/status/336919120085938176,,
IP4PI,5/21/2013,0,0,"Role of #ObamaCare insurance exchange navigators"" draws scrutiny http://ow.ly/leTsj  via @wsj @MedEconomics @IP4PI #optout""",,@wsj @MedEconomics @IP4PI,#ObamaCare #optout,3.37E+17,https://twitter.com/IP4PI/status/336906597521571840,,
IP4PI,5/21/2013,1,0,@MedEconomics @HITNewsTweet See #EHR: Security & Privacy: Mission Impossible @drcraigwax @IP4PI @AAPSonline #optout http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&ved=0CEcQtwIwAQ&url=http%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3Die1xQ,,@MedEconomics @HITNewsTweet @drcraigwax @IP4PI @AAPSonline,#EHR #optout,3.37E+17,https://twitter.com/IP4PI/status/336906199247249408,,
SBACIL,5/21/2013,0,0,The #SBAC & @BNIChicago Downtown Joint #HappyHour is tomorrow! #networking #smallbiz http://ow.ly/l1IiN,,@BNIChicago,#SBAC #HappyHour #networking #smallbiz,3.37E+17,https://twitter.com/SBACIL/status/336897154150973440,,
AFallenLeaf_,5/21/2013,0,0,@riabelikov That means we've lot in common! You're gonna opt which stream hm?,,@riabelikov,,3.37E+17,https://twitter.com/AFallenLeaf_/status/336890390017875968,,
jdferries,5/21/2013,0,0,"@misterabrams @FredEnde @blairteach @NSTA been working through what aligned"" means in #CCSS & #PARCC. if tough to test skip it. #edchat""",,@misterabrams @FredEnde @blairteach @NSTA,#CCSS #PARCC #edchat,3.37E+17,https://twitter.com/jdferries/status/336883527494807553,,
AdDyTuM,5/21/2013,0,0,ทริปพัทยากับเพื่อน #SBAC จาก Yingoil Louis - https://socialcam.com/s/n0P9hSQD,,,#SBAC,3.37E+17,https://twitter.com/AdDyTuM/status/336878482418180096,,
BazZy_TuDZy,5/21/2013,0,0,ทริปพัทยากับเพื่อน #SBAC จาก Yingoil Louis - https://socialcam.com/s/j4ytkUzI,,,#SBAC,3.37E+17,https://twitter.com/BazZy_TuDZy/status/336848227582242817,,
MrCsays,5/21/2013,1,0,Join me as I love tweet from nj doe conference on #parcc #ccss and #eval #shiftgears #njed #edchat,,,#parcc #ccss #eval #shiftgears #njed #edchat,3.37E+17,https://twitter.com/MrCsays/status/336844558426050562,,
MrCsays,5/21/2013,0,0,Cerf - #parcc will have a huge payoff. #shiftgears But we just can't see them completely yet,,,#parcc #shiftgears,3.37E+17,https://twitter.com/MrCsays/status/336837551522459651,,
MrCsays,5/21/2013,0,0,Cerf- #parcc backed by $400 mil fed dollars #shiftgears,,,#parcc #shiftgears,3.37E+17,https://twitter.com/MrCsays/status/336837293459505155,,
KarenPeem,5/21/2013,0,0,ทริปพัทยากับเพื่อน #SBAC by Yingoil Louis - https://socialcam.com/s/I4bApt8p,,,#SBAC,3.37E+17,https://twitter.com/KarenPeem/status/336826331553751041,,
MrCsays,5/21/2013,0,0,No judgement passed. But you should always check and recheck tech equip before the meeting starts. Goo protocol for #parcc #shiftgears #njed,,,#parcc #shiftgears #njed,3.37E+17,https://twitter.com/MrCsays/status/336825125116715008,,
MrCsays,5/21/2013,0,0,#shiftgears follow this tag as I live tweet from the NJDOE conference about #ccss #parcc #edchat #njed,,,#shiftgears #ccss #parcc #edchat #njed,3.37E+17,https://twitter.com/MrCsays/status/336819866134794240,,
MrCsays,5/21/2013,0,1,Tweeting live from the shifting gears conference on #ccss #parcc and others. Follow me using #shiftgears #njed #edchat #edtechchat,,,#ccss #parcc #shiftgears #njed #edchat #edtechchat,3.37E+17,https://twitter.com/MrCsays/status/336812627131002881,,
MrCsays,5/21/2013,0,0,@NMHS_Principal Eric will you be at the #NJASA meeting or the DOE #parcc one?,,@NMHS_Principal,#NJASA #parcc,3.37E+17,https://twitter.com/MrCsays/status/336793848627998720,,
justkeyyy,5/21/2013,0,0,ทริปพัทยากับเพื่อน #SBAC by Yingoil Louis - https://socialcam.com/s/uAGoTS7I,,,#SBAC,3.37E+17,https://twitter.com/justkeyyy/status/336790397613375488,,
Livinirie29,5/21/2013,0,1,Major dislike #twitter the iPhone app which I DID NOT UPDATE has a horrible updated: Location+Map feature. [Thumbs down] @twitter #optout,,@twitter,#twitter #optout,3.37E+17,https://twitter.com/Livinirie29/status/336777690407387136,,
Archunrittiwong,5/21/2013,0,0,ทริปพัทยากับเพื่อน #SBAC จาก Yingoil Louis - https://socialcam.com/s/7t1ZJxot,,,#SBAC,3.37E+17,https://twitter.com/Archunrittiwong/status/336763806581682176,,
Micta_nattawut,5/21/2013,0,0,ทริปพัทยากับเพื่อน #SBAC by Yingoil Louis - https://socialcam.com/s/zFlTnJoz,,,#SBAC,3.37E+17,https://twitter.com/Micta_nattawut/status/336759465036619776,,
erinekwok,5/21/2013,0,0,hello #commoncore and #sbac // http://www.staradvertiser.com/news/breaking/20130520_Hawaii_gets_approval_for_education_law_waiver.html?id=208162881 …,,,#commoncore #sbac,3.37E+17,https://twitter.com/erinekwok/status/336756351336321024,,
MrMikeII,5/20/2013,0,0,Did Weinstein bring that to Cannes? “ @glenna_opt: no YOU'RE taking a pregnancy test in an ihop bathroom”,,@glenna_opt,,3.37E+17,https://twitter.com/MrMikeII/status/336690929027145729,,
glenna_opt,5/20/2013,279,646,no YOU'RE taking a pregnancy test in an ihop bathroom,,,,3.37E+17,https://twitter.com/glenna_opt/status/336666719663820800,,
glenna_opt,5/20/2013,6,49,it might be fun to live tweet the pregnancy test im about to take as long as youre not reading this mom,,,,3.37E+17,https://twitter.com/glenna_opt/status/336655884014985217,,
GetUpStandUp2,5/20/2013,0,0,"@MSGunderson @slekar @stoptesting15 @unitedoptout @ctulocal1 Lewis: Rich get schooling poor get #testing!"" #optout pic.twitter.com/qiaeIBkwTl""",,@MSGunderson @slekar @stoptesting15 @unitedoptout @ctulocal1,#testing #optout,3.37E+17,https://twitter.com/GetUpStandUp2/status/336650241283604480,,
S3CURITYBR3ACH,5/20/2013,2,0,Dear @BarackObama asking telemarketers to call citizens to sell ObamaCare is proof your bill is a deformed pre-existing condition #OptOut,,@BarackObama,#OptOut,3.37E+17,https://twitter.com/S3CURITYBR3ACH/status/336649856590422016,,
AmSocietyToday,5/20/2013,0,0,Glitches follow switch to computer testing: http://news.cincinnati.com/article/20130520/NEWS/305200014 … #OhioEd #CommonCore #PARCC,,,#OhioEd #CommonCore #PARCC,3.37E+17,https://twitter.com/AmSocietyToday/status/336634517760659456,,
TrailerBoutique,5/20/2013,0,0,What are the experts saying about the genetic testing that led Angelina Jolie to opt for a double #mastectomy? --> http://ow.ly/ldebI,,,#mastectomy,3.37E+17,https://twitter.com/TrailerBoutique/status/336607334648393728,,
MoneyLawLabor,5/20/2013,0,0,@ezraklein yet were still all being hoarded into this failed forced retirement progam. PLEASE LET US #OPTOUT of #SS.,,@ezraklein,#OPTOUT #SS,3.37E+17,https://twitter.com/MoneyLawLabor/status/336599157399752706,,
JoshHughesIA,5/20/2013,0,0,When you find out you have two test opt outs >>>>>>>> #hellyeah #solongmath,,,#hellyeah #solongmath,3.37E+17,https://twitter.com/JoshHughesIA/status/336574380610052097,,
LeeAraoz,5/20/2013,0,0,Schools Add to Test Load Just to Assess the Ques http://nyti.ms/10GUeV5 #edreform #edchat #optout #stopcommoncore #k12 #teacher #ptchat,,,#edreform #edchat #optout #stopcommoncore #k12 #teacher #ptchat,3.37E+17,https://twitter.com/LeeAraoz/status/336570925006848000,,
yooklyde,5/20/2013,0,0,Signing out of the G+ Hangouts IM-style chat thing & the gmail chat thing. At this rate I will be completely offline by Thursday. #optout,,,#optout,3.37E+17,https://twitter.com/yooklyde/status/336562941417648128,,
LMechanics,5/20/2013,0,0,Math #Commoncore Toolbox has several task prototypes to view & lnks 2 standards: http://tinyurl.com/CCSSMathToolbox #mathchat #PARCC #tasks,,,#Commoncore #mathchat #PARCC #tasks,3.37E+17,https://twitter.com/LMechanics/status/336559436778831874,,
somorris3,5/20/2013,0,0,Angelina Jolie 'Jewish genetic mutation':Breast cancer gene is common in Israelbut few opt for preventive mastectomy http://www.haaretz.com/news/features/1.524339 …,,,,3.37E+17,https://twitter.com/somorris3/status/336558869138518016,,
PapaBearCurtin,5/20/2013,0,0,Watching the debt on same sex marriage. Hoping that common sense prevail. Clause 6 scrapped. no opt outs for registrars. #allhumansareequal,,,#allhumansareequal,3.37E+17,https://twitter.com/PapaBearCurtin/status/336551237887598593,,
yeagerbomb_8,5/20/2013,0,0,It frustrates me that the under classmen can opt out of their exams due to the senior class' test scores. I want to opt out of precalc.,,,,3.37E+17,https://twitter.com/yeagerbomb_8/status/336550634234986496,,
SBACIL,5/20/2013,0,0,Learn more about what the #SBAC does at the Member Lunch at @morainevalley on 5/23! #smallbiz http://ow.ly/l65Bl,,@morainevalley,#SBAC #smallbiz,3.37E+17,https://twitter.com/SBACIL/status/336549837677936640,,
AlexDingwall,5/20/2013,0,0,common sense prevails new clause 3 opt out for registrars fails: in favour 150 against 340.,,,,3.37E+17,https://twitter.com/AlexDingwall/status/336545729906634752,,
_Figgs,5/20/2013,0,0,Last test in math today get a B or higher I opt out of final cuz I'm the shit last exam in history tomorrow art final wed #done,,,#done,3.37E+17,https://twitter.com/_Figgs/status/336538594254663680,,
SBACIL,5/20/2013,0,0,Warm weather=softball season! Sign up to join the #SBAC Young Professionals team on Weds nights! http://ow.ly/lbncO #sports,,,#SBAC #sports,3.37E+17,https://twitter.com/SBACIL/status/336533207610691585,,
Opt__,5/20/2013,0,0,@LadyVerene well it's common sense to us because we follow the industry closely. I'm just more surprised that he has those views himself.,,@LadyVerene,,3.37E+17,https://twitter.com/Opt__/status/336524185310461952,,
RosaIXCHEL0,5/20/2013,0,0,Rise Up or Die - Chris Hedges' Columns #CorporateCorruption #OptOut http://www.truthdig.com/report/item/rise_up_or_die_20130519/#.UZpOHjuuHeo.twitter … via @truthdig,,@truthdig,#CorporateCorruption #OptOut #,3.37E+17,https://twitter.com/RosaIXCHEL0/status/336517992059899904,,
RosaIXCHEL0,5/20/2013,0,0,#NestleCEO: Water Is Not A Human Right Should Be Privatized #CorporateCorruption #OptOut http://www.whydontyoutrythis.com/2013/05/nestle-ceo-water-is-not-a-human-right-should-be-privatized.html …,,,#NestleCEO #CorporateCorruption #OptOut,3.37E+17,https://twitter.com/RosaIXCHEL0/status/336517054469394432,,
MatriXCr3w,5/20/2013,0,0,Anonymous ● Adam Kokesh and Derrick Broze evade arrest at Reagan Airport #optout Part 2 http://youtu.be/A7juJHCkT0M?a,,,#optout,3.37E+17,https://twitter.com/MatriXCr3w/status/336515971672047616,,
MatriXCr3w,5/20/2013,0,0,Anonymous ● Adam Kokesh and Derrick Broze evade arrest at Reagan Airport #optout Part 1 http://youtu.be/3vYdhHYojvg?a,,,#optout,3.37E+17,https://twitter.com/MatriXCr3w/status/336512925852372992,,
MATirrell,5/20/2013,0,0,@ChrisBryantMP Registrars can't opt out of civil partnerships test cases already done. Surely this would apply to same sex marriages?,,@ChrisBryantMP,,3.37E+17,https://twitter.com/MATirrell/status/336510922816360448,,
MatriXCr3w,5/20/2013,0,0,Uploading Anonymous ● Adam Kokesh and Derrick Broze evade arrest at Reagan Airport #optout Part 1 and Part 2. Get ready #Anons,,,#optout #Anons,3.37E+17,https://twitter.com/MatriXCr3w/status/336510042188705792,,
joanneurra,5/20/2013,0,0,@samanthaaa120 more parents are opting out of vaccines some diseases are becoming more common. Make the best decision for cbaby's lifestyle,,@samanthaaa120,,3.36E+17,https://twitter.com/joanneurra/status/336498352780886017,,
LexiGerry,5/20/2013,0,0,Which test to opt out of.. #decisions,,,#decisions,3.36E+17,https://twitter.com/LexiGerry/status/336486130755203073,,
slekar,5/20/2013,0,0,Michelle Rhee in the poor house? http://wp.me/pJX8i-7r8  via @slekar @StudentsFirst #edreform #optout,,@slekar @StudentsFirst,#edreform #optout,3.36E+17,https://twitter.com/slekar/status/336484288927244288,,
Wowzers,5/20/2013,0,0,Preparing for the #PARCC and #SmarterBalanced's assessments??? Read this - http://hub.am/10HMkGI #CommonCore #CCChat,,,#PARCC #SmarterBalanced #CommonCore #CCChat,3.36E+17,https://twitter.com/Wowzers/status/336459795613761537,,
SIGuido,5/20/2013,0,0,@femmebyashley When living paycheck to paycheck. If they opt take the test and find out they don't have the gene...,,@femmebyashley,,3.36E+17,https://twitter.com/SIGuido/status/336449271027077121,,
michaelsmills,5/20/2013,0,0,Common Core testing begins in NY — but are exams ready for prime time? http://buff.ly/Z1nmWR #PARCC,,,#PARCC,3.36E+17,https://twitter.com/michaelsmills/status/336447477748224000,,
